group,family,simplified_species,commum_name,threat_category,acronym_threat_category,presence_in_protected_areas,national_action_plan_for_conservation_,fishing_planning,level_of_protection_in_the_national_strategy,exclusive_species_of_brazil,occurrence_states_y,main_threats_y,biome,category,lats_longs_animals
Marine Fish,Epinephelidae,Epinephelus morio,Grouper ,Vulnerable (VU),VU,True,True,True,3.0,False,MA,Changes in Native Species Dynamics,Marine,Fish,[-44.95195435  -1.29009088]
Marine Fish,Epinephelidae,Epinephelus morio,Grouper ,Vulnerable (VU),VU,True,True,True,3.0,False,PA,Changes in Native Species Dynamics,Marine,Fish,[-58.69989186   1.30773714]
Marine Fish,Epinephelidae,Epinephelus morio,Grouper ,Vulnerable (VU),VU,True,True,True,3.0,False,PB,Changes in Native Species Dynamics,Marine,Fish,[-36.41657952  -5.16138545]
Marine Fish,Epinephelidae,Epinephelus morio,Grouper ,Vulnerable (VU),VU,True,True,True,3.0,False,PE,Changes in Native Species Dynamics,Marine,Fish,[-37.06703166  -9.23307042]
Marine Fish,Epinephelidae,Epinephelus morio,Grouper ,Vulnerable (VU),VU,True,True,True,3.0,False,PI,Changes in Native Species Dynamics,Marine,Fish,[-40.38378734  -6.93414939]
Marine Fish,Epinephelidae,Epinephelus morio,Grouper ,Vulnerable (VU),VU,True,True,True,3.0,False,PR,Changes in Native Species Dynamics,Marine,Fish,[-49.47378422 -22.43860694]
Marine Fish,Epinephelidae,Epinephelus morio,Grouper ,Vulnerable (VU),VU,True,True,True,3.0,False,RJ,Changes in Native Species Dynamics,Marine,Fish,[-44.31466805 -23.1292562 ]
Marine Fish,Epinephelidae,Epinephelus morio,Grouper ,Vulnerable (VU),VU,True,True,True,3.0,False,RN,Changes in Native Species Dynamics,Marine,Fish,[-37.01061965  -6.7131409 ]
Marine Fish,Epinephelidae,Epinephelus morio,Grouper ,Vulnerable (VU),VU,True,True,True,3.0,False,SC,Changes in Native Species Dynamics,Marine,Fish,[-51.70479877 -27.46810225]
Marine Fish,Epinephelidae,Epinephelus morio,Grouper ,Vulnerable (VU),VU,True,True,True,3.0,False,SE,Changes in Native Species Dynamics,Marine,Fish,[-37.83782202 -10.36167793]
Marine Fish,Epinephelidae,Epinephelus morio,Grouper ,Vulnerable (VU),VU,True,True,True,3.0,False,SP,Changes in Native Species Dynamics,Marine,Fish,[-46.86706664 -21.34343547]
Aquatic Invertebrates,Eunicidae,Eunice sebastiani,Unknown,Endangered (EN),EN,True,False,False,2.0,True,SP,Fishing,Marine,Freshwater Fish,[-47.21786248 -20.43077675]
Aquatic Invertebrates,Strombidae,Eustrombus goliath,Little Bishop Hat,Vulnerable (VU),VU,True,True,True,2.0,True,AL,Fishing,Marine,Other,[-37.20150746  -9.13360542]
Aquatic Invertebrates,Strombidae,Eustrombus goliath,Little Bishop Hat,Vulnerable (VU),VU,True,True,True,2.0,True,BA,Fishing,Marine,Other,[-40.03688974 -15.8566594 ]
Aquatic Invertebrates,Strombidae,Eustrombus goliath,Little Bishop Hat,Vulnerable (VU),VU,True,True,True,2.0,True,CE,Fishing,Marine,Other,[-39.13863597  -7.69963987]
Aquatic Invertebrates,Strombidae,Eustrombus goliath,Little Bishop Hat,Vulnerable (VU),VU,True,True,True,2.0,True,ES,Fishing,Marine,Other,[-40.79620306 -18.04898766]
Aquatic Invertebrates,Strombidae,Eustrombus goliath,Little Bishop Hat,Vulnerable (VU),VU,True,True,True,2.0,True,PB,Fishing,Marine,Other,[-37.2441246   -6.97069752]
Aquatic Invertebrates,Strombidae,Eustrombus goliath,Little Bishop Hat,Vulnerable (VU),VU,True,True,True,2.0,True,PE,Fishing,Marine,Other,[-37.49095297  -8.92487353]
Aquatic Invertebrates,Strombidae,Eustrombus goliath,Little Bishop Hat,Vulnerable (VU),VU,True,True,True,2.0,True,RN,Fishing,Marine,Other,[-38.35642556  -5.96732775]
Aquatic Invertebrates,Strombidae,Eustrombus goliath,Little Bishop Hat,Vulnerable (VU),VU,True,True,True,2.0,True,SE,Fishing,Marine,Other,[-37.8729834  -11.27755836]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,AP,Fishing,Marine,Invertebrates and Crustaceans,[-53.26289465   2.3927474 ]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,AL,Fishing,Marine,Invertebrates and Crustaceans,[-37.67153965  -8.93346757]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,BA,Fishing,Marine,Invertebrates and Crustaceans,[-40.56071498 -15.63533929]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,CE,Fishing,Marine,Invertebrates and Crustaceans,[-40.73056517  -6.23222219]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,ES,Fishing,Marine,Invertebrates and Crustaceans,[-40.11517892 -19.86508025]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,MA,Fishing,Marine,Invertebrates and Crustaceans,[-44.61302383  -1.72567008]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,PA,Fishing,Marine,Invertebrates and Crustaceans,[-57.13630079   2.06777866]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,PB,Fishing,Marine,Invertebrates and Crustaceans,[-34.60447238  -6.14383118]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,PE,Fishing,Marine,Invertebrates and Crustaceans,[-37.54733348  -9.00481537]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,PI,Fishing,Marine,Invertebrates and Crustaceans,[-40.9897978   -5.08587811]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,RJ,Fishing,Marine,Invertebrates and Crustaceans,[-44.40263881 -22.24754521]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,RN,Fishing,Marine,Invertebrates and Crustaceans,[-37.02397936  -6.648793  ]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,SC,Fishing,Marine,Invertebrates and Crustaceans,[-53.66397114 -26.31514998]
Aquatic Invertebrates,Pectinidae,Euvola ziczac,Vieira,Endangered (EN),EN,True,False,False,2.0,False,SP,Fishing,Marine,Invertebrates and Crustaceans,[-47.27464913 -20.07206716]
Marine Fish,Triakidae,Galeorhinus galeus,Smooth Dogfish ,Critically Endangered (CR),CR,True,True,True,2.0,False,PR,Agriculture,Marine,Sharks,[-52.59330758 -21.87382585]
Marine Fish,Triakidae,Galeorhinus galeus,Smooth Dogfish ,Critically Endangered (CR),CR,True,True,True,2.0,False,PR,Fishing,Marine,Sharks,[-51.9631724  -22.14455944]
Marine Fish,Triakidae,Galeorhinus galeus,Smooth Dogfish ,Critically Endangered (CR),CR,True,True,True,2.0,False,RJ,Agriculture,Marine,Sharks,[-41.92205161 -22.72899562]
Marine Fish,Triakidae,Galeorhinus galeus,Smooth Dogfish ,Critically Endangered (CR),CR,True,True,True,2.0,False,RJ,Fishing,Marine,Sharks,[-43.11823998 -22.77896223]
Marine Fish,Triakidae,Galeorhinus galeus,Smooth Dogfish ,Critically Endangered (CR),CR,True,True,True,2.0,False,RS,Agriculture,Marine,Sharks,[-50.18079786 -28.39843444]
Marine Fish,Triakidae,Galeorhinus galeus,Smooth Dogfish ,Critically Endangered (CR),CR,True,True,True,2.0,False,RS,Fishing,Marine,Sharks,[-54.0125598  -27.17834181]
Marine Fish,Triakidae,Galeorhinus galeus,Smooth Dogfish ,Critically Endangered (CR),CR,True,True,True,2.0,False,SC,Agriculture,Marine,Sharks,[-49.91956318 -28.85292614]
Marine Fish,Triakidae,Galeorhinus galeus,Smooth Dogfish ,Critically Endangered (CR),CR,True,True,True,2.0,False,SC,Fishing,Marine,Sharks,[-51.71179861 -27.51238081]
Marine Fish,Triakidae,Galeorhinus galeus,Smooth Dogfish ,Critically Endangered (CR),CR,True,True,True,2.0,False,SP,Agriculture,Marine,Sharks,[-44.2634288  -22.51972695]
Marine Fish,Triakidae,Galeorhinus galeus,Smooth Dogfish ,Critically Endangered (CR),CR,True,True,True,2.0,False,SP,Fishing,Marine,Sharks,[-44.36865308 -22.51997034]
Marine Fish,Ariidae,Genidens barbus,Whitefish,Endangered (EN),EN,True,True,True,3.0,False,BA,Fishing,Marine,Other,[-45.40567189 -10.42745295]
Marine Fish,Ariidae,Genidens barbus,Whitefish,Endangered (EN),EN,True,True,True,3.0,False,PR,Fishing,Marine,Other,[-53.57643434 -25.35135343]
Marine Fish,Ariidae,Genidens barbus,Whitefish,Endangered (EN),EN,True,True,True,3.0,False,RS,Fishing,Marine,Other,[-55.54482145 -28.13434287]
Marine Fish,Ariidae,Genidens planifrons,Marine Catfish,Critically Endangered (CR),CR,True,True,True,3.0,False,RS,Fishing,Marine,Other,[-49.67995654 -28.45917473]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,AL,Fishing,Marine,Sharks,[-36.85227773  -9.26714454]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,AP,Fishing,Marine,Sharks,[-52.29277234   3.22374607]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,BA,Fishing,Marine,Sharks,[-46.301787   -11.60145164]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,CE,Fishing,Marine,Sharks,[-41.06094104  -4.99781252]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,ES,Fishing,Marine,Sharks,[-41.78206788 -20.31552336]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,MA,Fishing,Marine,Sharks,[-46.80329896  -3.30637315]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,PA,Fishing,Marine,Sharks,[-46.55808197  -0.84527172]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,PB,Fishing,Marine,Sharks,[-36.24358336  -6.37395088]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,PE,Fishing,Marine,Sharks,[-36.90365246  -7.42156869]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,PI,Fishing,Marine,Sharks,[-45.49671243  -7.76273145]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,RJ,Fishing,Marine,Sharks,[-44.24132733 -22.59321698]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,RN,Fishing,Marine,Sharks,[-36.41787264  -6.50743888]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,SE,Fishing,Marine,Sharks,[-38.17866021 -10.85266768]
Marine Fish,Ginglymostomatidae,Ginglymostoma cirratum,Cave Bottlenose,Vulnerable (VU),VU,True,True,False,2.0,False,SP,Fishing,Marine,Sharks,[-44.43969009 -22.84713748]
Freshwater Fish,Characidae,Glandulocauda caerulea,Unknown,Endangered (EN),EN,True,True,False,2.0,True,PR,Fishing,Atlantic Forest,Fish,[-48.82366118 -23.52666246]
Freshwater Fish,Trichomycteridae,Glaphyropoma spinosum,Acará Cachimbo ,Vulnerable (VU),VU,True,False,False,2.0,True,BA,Fishing,Caatinga,Freshwater Fish,[-43.86035925 -14.56207965]
Freshwater Fish,Cichlidae,Gymnogeophagus setequedas,"Botinho, Reco-reco ",Endangered (EN),EN,True,True,False,2.0,False,MS,Fishing,Atlantic Forest,Fish,[-50.37164392 -18.84864745]
Freshwater Fish,Cichlidae,Gymnogeophagus setequedas,"Botinho, Reco-reco ",Endangered (EN),EN,True,True,False,2.0,False,MS,Pollution,Atlantic Forest,Fish,[-57.68188456 -21.15735991]
Freshwater Fish,Cichlidae,Gymnogeophagus setequedas,"Botinho, Reco-reco ",Endangered (EN),EN,True,True,False,2.0,False,PR,Fishing,Atlantic Forest,Fish,[-51.9304875  -26.31330704]
Freshwater Fish,Cichlidae,Gymnogeophagus setequedas,"Botinho, Reco-reco ",Endangered (EN),EN,True,True,False,2.0,False,PR,Pollution,Atlantic Forest,Fish,[-48.81105371 -22.50142055]
Marine Fish,Gymnuridae,Gymnura altavela,Piririca Suckerfish,Critically Endangered (CR),CR,True,True,True,3.0,False,ES,Fishing,Marine,Rays,[-41.39038398 -21.150195  ]
Marine Fish,Gymnuridae,Gymnura altavela,Piririca Suckerfish,Critically Endangered (CR),CR,True,True,True,3.0,False,ES,Pollution,Marine,Rays,[-40.21644032 -20.32227832]
Marine Fish,Gymnuridae,Gymnura altavela,Piririca Suckerfish,Critically Endangered (CR),CR,True,True,True,3.0,False,PR,Fishing,Marine,Rays,[-53.13577261 -25.49270396]
Marine Fish,Gymnuridae,Gymnura altavela,Piririca Suckerfish,Critically Endangered (CR),CR,True,True,True,3.0,False,PR,Pollution,Marine,Rays,[-48.86377819 -25.52621927]
Marine Fish,Gymnuridae,Gymnura altavela,Piririca Suckerfish,Critically Endangered (CR),CR,True,True,True,3.0,False,RJ,Fishing,Marine,Rays,[-44.33268054 -22.94484727]
Marine Fish,Gymnuridae,Gymnura altavela,Piririca Suckerfish,Critically Endangered (CR),CR,True,True,True,3.0,False,RJ,Pollution,Marine,Rays,[-44.16316558 -23.001695  ]
Marine Fish,Gymnuridae,Gymnura altavela,Piririca Suckerfish,Critically Endangered (CR),CR,True,True,True,3.0,False,RS,Fishing,Marine,Rays,[-53.39053941 -32.52796513]
Marine Fish,Gymnuridae,Gymnura altavela,Piririca Suckerfish,Critically Endangered (CR),CR,True,True,True,3.0,False,RS,Pollution,Marine,Rays,[-50.52983735 -28.35149898]
Marine Fish,Gymnuridae,Gymnura altavela,Piririca Suckerfish,Critically Endangered (CR),CR,True,True,True,3.0,False,SC,Fishing,Marine,Rays,[-51.79628623 -27.49385008]
Marine Fish,Gymnuridae,Gymnura altavela,Piririca Suckerfish,Critically Endangered (CR),CR,True,True,True,3.0,False,SC,Pollution,Marine,Rays,[-48.58877145 -26.79052015]
Marine Fish,Gymnuridae,Gymnura altavela,Piririca Suckerfish,Critically Endangered (CR),CR,True,True,True,3.0,False,SP,Fishing,Marine,Rays,[-44.87957665 -23.28450501]
Marine Fish,Gymnuridae,Gymnura altavela,Piririca Suckerfish,Critically Endangered (CR),CR,True,True,True,3.0,False,SP,Pollution,Marine,Rays,[-50.78964447 -22.93770268]
Marine Fish,Labridae,Halichoeres rubrovirens,Andirá,Vulnerable (VU),VU,True,True,True,2.0,True,ES,Fishing,Marine,Fish,[-40.5928842  -20.80988026]
Aquatic Invertebrates,Halichondriidae,Halichondria (Halichondria) cebimarensis,Sponge,Vulnerable (VU),VU,True,True,False,2.0,True,SP,Fishing,Marine,Invertebrates and Crustaceans,[-45.14774145 -23.45328153]
Aquatic Invertebrates,Halichondriidae,Halichondria (Halichondria) tenebrica,Sponge,Vulnerable (VU),VU,True,True,False,2.0,True,SP,Fishing,Marine,Invertebrates and Crustaceans,[-46.02562421 -23.73785802]
Freshwater Fish,Loricariidae,Harttia depressa,Bagrinho-do-tietê,Endangered (EN),EN,True,True,False,2.0,True,AM,Fishing,Amazon,Freshwater Fish,[-57.75174315  -5.99741768]
Freshwater Fish,Loricariidae,Harttia dissidens,Bagrinho-do-tietê,Vulnerable (VU),VU,True,True,False,2.0,True,PA,Fishing,Amazon,Freshwater Fish,[-56.95395254   1.97949092]
Freshwater Fish,Characidae,Hasemania crenuchoides,Minnow ,Vulnerable (VU),VU,True,True,False,2.0,True,GO,Fishing,Cerrado,Fish,[-47.69577651 -15.68230702]
Freshwater Fish,Characidae,Hasemania piatan,Unknown,Endangered (EN),EN,False,True,False,1.0,True,BA,Fishing,Atlantic Forest,Fish,[-39.53869654 -18.23039183]
Freshwater Fish,Doradidae,Hassar shewellkeimi,Cavalo-marinho,Vulnerable (VU),VU,False,True,False,1.0,False,MT,Fishing,Amazon,Fish,[-52.95643522 -17.30720975]
Freshwater Fish,Doradidae,Hassar shewellkeimi,Cavalo-marinho,Vulnerable (VU),VU,False,True,False,1.0,False,MT,Fishing,Cerrado,Fish,[-58.06311221 -16.99847494]
Freshwater Fish,Loricariidae,Hemiancistrus megalopteryx,Unknown,Endangered (EN),EN,False,True,False,1.0,True,SC,Fishing,Atlantic Forest,Freshwater Fish,[-48.53844421 -27.51592798]
Freshwater Fish,Loricariidae,Hemipsilichthys gobio,Lambari-listrado,Endangered (EN),EN,True,True,False,2.0,True,MG,Mining,Atlantic Forest,Freshwater Fish,[-39.29038544 -15.34880841]
Freshwater Fish,Loricariidae,Hemipsilichthys gobio,Lambari-listrado,Endangered (EN),EN,True,True,False,2.0,True,MG,Pollution,Atlantic Forest,Freshwater Fish,[-43.51011648 -14.02020758]
Freshwater Fish,Loricariidae,Hemipsilichthys gobio,Lambari-listrado,Endangered (EN),EN,True,True,False,2.0,True,MG,Pollution,Atlantic Forest,Freshwater Fish,[-40.79357424 -19.79616064]
Freshwater Fish,Loricariidae,Hemipsilichthys gobio,Lambari-listrado,Endangered (EN),EN,True,True,False,2.0,True,RJ,Mining,Atlantic Forest,Freshwater Fish,[-42.21624401 -21.30068495]
Freshwater Fish,Loricariidae,Hemipsilichthys gobio,Lambari-listrado,Endangered (EN),EN,True,True,False,2.0,True,RJ,Pollution,Atlantic Forest,Freshwater Fish,[-41.82854174 -20.78976148]
Freshwater Fish,Loricariidae,Hemipsilichthys gobio,Lambari-listrado,Endangered (EN),EN,True,True,False,2.0,True,RJ,Pollution,Atlantic Forest,Freshwater Fish,[-41.1461339  -21.16361635]
Freshwater Fish,Loricariidae,Hemipsilichthys gobio,Lambari-listrado,Endangered (EN),EN,True,True,False,2.0,True,SP,Mining,Atlantic Forest,Freshwater Fish,[-45.37916293 -23.84222163]
Freshwater Fish,Loricariidae,Hemipsilichthys gobio,Lambari-listrado,Endangered (EN),EN,True,True,False,2.0,True,SP,Pollution,Atlantic Forest,Freshwater Fish,[-52.19702172 -22.5644619 ]
Freshwater Fish,Loricariidae,Hemipsilichthys gobio,Lambari-listrado,Endangered (EN),EN,True,True,False,2.0,True,SP,Pollution,Atlantic Forest,Freshwater Fish,[-52.37287753 -22.02398781]
Freshwater Fish,Characidae,Henochilus wheatlandii,Bodó-seda,Critically Endangered (CR),CR,False,True,False,1.0,True,MG,Human Settlement,Atlantic Forest,Fish,[-40.72046934 -18.67374907]
Freshwater Fish,Characidae,Henochilus wheatlandii,Bodó-seda,Critically Endangered (CR),CR,False,True,False,1.0,True,MG,Pollution,Atlantic Forest,Fish,[-39.48733336 -16.63750459]
Freshwater Fish,Heptapteridae,Heptapterus multiradiatus,Imperial Zebra Pleco,Possibly Extinct (PEX),PEX,False,True,False,1.0,True,SP,Agriculture,Atlantic Forest,Fish,[-45.23189003 -23.78195951]
Freshwater Fish,Heptapteridae,Heptapterus multiradiatus,Imperial Zebra Pleco,Possibly Extinct (PEX),PEX,False,True,False,1.0,True,SP,Mining,Atlantic Forest,Fish,[-48.81070923 -20.08427786]
Freshwater Fish,Heptapteridae,Heptapterus multiradiatus,Imperial Zebra Pleco,Possibly Extinct (PEX),PEX,False,True,False,1.0,True,SP,Tourism,Atlantic Forest,Fish,[-44.7199413  -22.98797652]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,AL,Fishing,Marine,Seahorses,[-36.06989651  -8.92748294]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,BA,Fishing,Marine,Seahorses,[-43.62405009  -9.87530413]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,CE,Fishing,Marine,Seahorses,[-41.243116    -3.39777317]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,ES,Fishing,Marine,Seahorses,[-40.7127444  -20.93947845]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,PB,Fishing,Marine,Seahorses,[-35.86315117  -7.47034319]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,PE,Fishing,Marine,Seahorses,[-34.83830387  -7.7592901 ]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,PI,Fishing,Marine,Seahorses,[-41.41511523  -2.8561768 ]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,PR,Fishing,Marine,Seahorses,[-53.34416218 -25.03246352]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,RJ,Fishing,Marine,Seahorses,[-43.94513487 -22.86885831]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,RN,Fishing,Marine,Seahorses,[-36.79486751  -4.88321276]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,SC,Fishing,Marine,Seahorses,[-53.62498337 -26.32863366]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,SE,Fishing,Marine,Seahorses,[-36.64248946 -10.5348792 ]
Marine Fish,Syngnathidae,Hippocampus erectus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,SP,Fishing,Marine,Seahorses,[-45.41100246 -23.60616826]
Marine Fish,Syngnathidae,Hippocampus patagonicus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,AL,Fishing,Marine,Seahorses,[-37.62881393  -9.61531171]
Marine Fish,Syngnathidae,Hippocampus patagonicus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,BA,Fishing,Marine,Seahorses,[-46.28360912 -11.65983403]
Marine Fish,Syngnathidae,Hippocampus patagonicus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,ES,Fishing,Marine,Seahorses,[-41.1485218  -18.84287523]
Marine Fish,Syngnathidae,Hippocampus patagonicus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,PE,Fishing,Marine,Seahorses,[-36.52470213  -9.23423907]
Marine Fish,Syngnathidae,Hippocampus patagonicus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,PI,Fishing,Marine,Seahorses,[-45.55066335 -10.14914943]
Marine Fish,Syngnathidae,Hippocampus patagonicus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,PR,Fishing,Marine,Seahorses,[-48.21220683 -24.04408782]
Marine Fish,Syngnathidae,Hippocampus patagonicus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,RJ,Fishing,Marine,Seahorses,[-42.99560335 -22.93976069]
Marine Fish,Syngnathidae,Hippocampus patagonicus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,SC,Fishing,Marine,Seahorses,[-48.61186002 -28.07815915]
Marine Fish,Syngnathidae,Hippocampus patagonicus,Red Tetra,Vulnerable (VU),VU,True,True,True,2.0,False,SE,Fishing,Marine,Seahorses,[-37.93589251 -11.18157403]
